id,GPStime,centralFreq,peakFreq,snr,ifo,bandwidth,duration
118APZXBug,1132534228.171,1259.479,137.711,16.975,L1,2463.826172,0.313
BxqqNjh4VN,1127425534.938,1944.64,39.475,1238.459,L1,3825.279297,5.547
kwfvmV7VEK,1127654554.385,83.413,53.485,65.077,L1,102.826599,1.125
1w3HPi90Z4,1136265035.375,3244.309,10.179,53.412,L1,6478.70459,8
1C2JBW7KpY,1135102785.047,3808.556,17.422,139.266,L1,7604.82666,7.754
TI8DStfIX4,1136278682.125,3979.047,12.163,19.175,L1,7942.870605,4.617
LIAoKktuy8,1127111466.969,1212.732,40.781,93.85,H1,2361.463379,7.75
nO3XnlFye0,1129199353.358,662.101,149.414,74.626,H1,1260.201172,0.438
emhwbFvKBs,1133787492.272,671.677,170.654,27.766,H1,1275.033447,0.375
UWwq1ojfrU,1131063669.662,3698.458,89.676,83.563,H1,7387.001465,1.597
OPltjycZFB,1128388970.559,158.524,134.965,7.943,L1,69.029388,0.039
LFtvutSUqH,1134483185.813,1853.202,20.755,11.217,H1,3677.432861,2
cQl1WTd8Sb,1129802340.134,1818.097,2025.31,17.042,H1,3539.667725,0.088
aBkbkUaEIg,1132601386.615,2845.455,89.676,19.07,H1,5622.589355,0.375
