id,GPStime,centralFreq,peakFreq,snr,ifo,bandwidth,duration
83wWJ2aCZ5,1128625542.209,1521.968,276.75,873.826,L1,2979.936523,4.875
lI523Hiogg,1132739181.265,1031.46,211.477,16.371,H1,1958.004639,0.047
jfHSfQwD13,1130213752.246,3977.72,30.687,254.506,L1,7945.525879,8.25
BqwXvCphqK,1136478762.438,190.282,11.139,12.493,H1,368.126465,5
QOqcuXoMUz,1130277837.438,1184.122,64.915,8.567,L1,2242.659912,0.375
NnsOpwhnVe,1127998257.546,271.114,236.873,8.372,L1,211.068954,0.088
CAbNVKaHqh,1128954386.399,189.742,149.414,7.774,H1,233.902252,0.016
1Lsf0hDoXT,1127364241.703,160.779,60.799,11.234,H1,225.031326,0.469
DtLj8K26gZ,1135466847.904,1920.196,58.396,82.702,L1,3811.419922,1.5
1fSBxlttJe,1127009735.77,1196.664,417.4,11.971,H1,2274.784668,0.137
y5Q6NVvqRv,1127967426.337,1237.046,149.414,34.284,H1,2377.56665,0.264
pev6exxi0W,1126752735.239,1733.718,225.349,58.512,H1,3403.435791,0.418
blzuxCJwSP,1132902249.433,539.358,211.477,41.088,H1,1034.226807,0.313
CnrI7MVFH5,1131198402.409,3141.807,170.654,65.487,H1,6215.294434,0.625
9GAZ1qkF2z,1133336251.313,66.12,65.531,8.764,L1,6.65522,0.625
dSbjWjZPbg,1133065116.477,3484.299,13.013,13.428,L1,6956.312012,2.5
azYG70lg2K,1130179048.609,3941.638,10.501,9.969,L1,7868.052246,0.438
cclO5YpyrT,1126617932.521,83.413,53.485,9.118,H1,102.826599,0.094
9TLj0Cx6Kw,1128388983.832,188.586,134.965,9.12,L1,217.723114,0.195
f7JcqJhIB1,1126667654.266,60.527,60.799,13.514,H1,24.528191,0.75
OrzXHR3scA,1128421740.957,206.665,134.965,8.379,L1,178.921906,0.039
bKdM75Neev,1136376161.576,3985.434,144.991,10.058,L1,7780.461914,1.906
yRMU5cW9Pp,1136035743.313,53.431,52.724,11.584,H1,54.251968,1.695
jHjhvm6dSz,1131724869.125,1702.563,10.179,16.524,L1,3395.212646,2.25
ExzzIZuLP9,1134475726.875,3350.315,32.246,10.4,H1,6666.527832,1.75
RfkXcUbDDI,1126656888.259,1653.409,339.876,1282.356,H1,3242.818115,11
4T5TrhIQPX,1136617205.516,3134.223,19.599,17.226,H1,6245.067383,2.25
ngOpa4eWb7,1135370953.875,3134.398,20.873,7.743,H1,6230.112305,1.531
pefQXFue9V,1132408133.813,63.479,64.915,11.845,L1,9.53095,0.75
pxSWbgVIu2,1132088502.375,3025.348,11.327,10.972,L1,6035.472168,2
AJv9PdoKKR,1131343370.219,3761.846,28.523,487.659,L1,7500.313477,3
BOaNquz64K,1127304675.448,140.865,149.414,9.964,H1,217.730896,0.125
qYQ2IIDB8U,1136642154.815,241.078,170.654,17.941,L1,413.835175,0.188
72qUiKykN8,1134569298.705,3004.124,72.366,364.811,L1,5984.869629,3.062
DpQKRnvq69,1136274782.375,3939.832,10.179,33.028,L1,7871.664551,6.164
sJ8xscy0GB,1137011910.375,3699.785,11.127,27.731,L1,7384.34668,4.5
BIQB1Cii8g,1133002903.359,12.047,10.501,10.949,L1,11.80815,1.75
NKoig3IMTz,1132079943.422,2412.635,207.691,8.86,H1,4518.67041,2.174
Ne19hYjcFp,1133141039.554,298.747,211.477,12.631,H1,512.830017,0.063
OFQRQOneU2,1128867822.271,243.217,236.873,8.288,H1,266.863831,0.297
26oBkkq3O0,1134482173.438,2392.986,20.755,13.736,H1,4757.000488,2
NegAZHcxjH,1130410760.938,1462.037,11.913,18.194,L1,2910.835205,3.308
HqnYWf1JYo,1136396160.789,1326.397,16.125,10.537,H1,2631.885986,0.901
B97u3vrT6q,1129378767.709,990.461,276.75,176.569,H1,1916.922485,1.5
MwHwJupfj6,1129830209.938,1367.522,33.663,25.323,L1,2671.043701,4.813
jP2yeWLmMI,1132718178.414,815.902,13.013,8.035,L1,1612.937256,0.094
kWgQl6IjdW,1132840237.125,2473.981,10.548,11.426,L1,4932.738281,4.667
RdeABrw8A8,1128537438.36,726.934,183.495,10.162,H1,1389.868286,0.238
yAUXjTJVXr,1136032756.188,1918.793,27.598,12.156,H1,3814.224365,2
6lBePVL79h,1128128832.421,172.996,149.414,10.56,L1,267.394379,0.109
me9iWZKmS3,1132155695.283,2254.622,211.477,14.146,H1,4424.57959,0.167
CsUSlY7r3X,1131313505.413,365.148,170.654,39.621,H1,645.632141,0.625
X7WVkWolAa,1132733853.639,668.38,262.065,64.808,L1,1281.627563,0.375
NSdqPONt7x,1135117630.234,1112.282,10.501,8.692,L1,2212.278076,0.75
RSonc8aLuF,1136267178.359,3978.313,211.477,321.842,L1,7944.340332,6.5
O9m4S0KTNP,1126929432.809,990.461,225.349,276.736,L1,1916.922485,1.5
QQri13a8iY,1131469983.875,3986.364,27.719,14.246,L1,7928.237793,1.75
FOSFFO09FL,1128421767.754,244.144,134.965,12.753,L1,240.269836,0.227
j0xMzropFe,1137228366.186,3653.852,1527.022,12.819,L1,7296.128906,0.606
501D1aU40b,1129802082.536,1748.486,2025.31,20.758,H1,3432.9729,0.078
tkPZEs0Wlb,1127496217.607,364.822,80.667,11.557,H1,665.643311,0.172
Psy3zhzrBx,1130689365.11,452.496,324.754,12.236,L1,800.075928,0.039
WosNUcO9dH,1133750336.68,2485.553,13.013,13.159,L1,4955.882813,1.563
xdvqq2Wpm1,1130269103.93,3979.047,13.013,11.505,L1,7942.870605,1.264
qezcBnAgK9,1128537987.952,662.101,149.414,17.227,H1,1260.201172,0.375
XMhDkFnNhJ,1127506090.673,1972.764,1758.646,6241.083,L1,3881.52832,9.813
nZjEHnyG0R,1133448448.313,2558.337,11.52,12.411,L1,5101.450684,1.879
frv21Pw1ns,1126775888.297,68.829,60.799,11.482,H1,41.13155,0.375
1X5bvBKWUm,1132844622.84,69.097,38.027,15.737,L1,109.222214,1.25
8YnsGP6ews,1134007560.552,3403.646,262.065,1947.795,H1,6797.37793,5.5
XTCZulmKqZ,1127387761.729,83.413,53.485,9.438,H1,102.826599,0.25
4Mr4n35D9v,1134922731.656,3021.968,10.88,29.729,H1,6031.650879,5
kxVKsM0BoK,1126762773.319,542.099,183.495,70.287,H1,1020.198975,0.438
aSJbr4idAm,1128286085.107,662.101,225.349,255.547,L1,1260.201172,1.875
AeIzIf4svT,1134498956.938,28.856,29.636,9.451,H1,21.81072,1.5
1wP9bPRtHi,1130965411.469,3404.239,10.88,17.5,L1,6796.192383,4
45ET5cZtQz,1134386769.744,3002.996,402.439,60.542,H1,5987.125977,2.25
bRaqCgUwNb,1131269921.486,245.06,89.676,11.019,H1,405.870361,0.219
rvpFVzdsjP,1131716954.813,361.062,137.711,16.012,L1,653.803711,0.094
BVAxOS6dXV,1136458515.599,658.403,111.128,13.775,H1,1301.581665,2
Hj3MQEldW8,1129802271.106,1748.486,2025.31,19.738,H1,3432.9729,0.208
Z6pz4Y9Q3D,1128421571.301,222.361,134.965,7.655,L1,182.301651,0.031
2Ny2HYvcZv,1132902653.9,2047.415,211.477,138.446,H1,4065.859131,1.516
Jb3kpaMGr9,1133089562.889,1863.039,72.366,21.032,H1,3657.758301,0.75
qoIBvJq7t0,1133934112.173,884.765,111.128,23.499,H1,1701.209595,0.463
YZ8Sup1asP,1134477693.938,2706.837,31.263,8.58,H1,5377.42041,1.668
NzAG2ju1b7,1129661086.897,250.93,121.663,16.253,H1,423.261902,0.281
jdisyrayQt,1127455786.274,300.035,99.067,12.028,H1,536.069153,0.625
jzNFj0Azel,1137222772.558,201.82,137.711,17.029,H1,319.39093,0.188
60w2i1y7Sv,1135678618.479,245.164,170.654,17.941,H1,405.663574,0.188
0Ted9bxWAG,1133675730.375,3262.662,32.246,28.532,H1,6512.085938,2.891
Te5R19MgZv,1131724151.188,3029.676,64.915,9.333,L1,5933.76709,1
rHdJsLj6Wy,1127978553.763,2001.462,183.495,9.177,L1,3824.133789,2.98
kOCnJQyDS3,1127455864.927,1563.55,629.531,37.088,H1,3063.098877,0.235
ds45WRjfVA,1133942953.938,64.106,64.915,8.605,L1,8.27755,0.75
3km27o2A0G,1133664572.563,1540.747,30.169,19.096,H1,3037.61084,1.875
Pyy6f9nReD,1130970659.313,3939.832,20.028,14.029,L1,7871.664551,7.625
npCuacxgxy,1137020042.428,3004.124,58.396,105.562,L1,5984.869629,2
THcoBfogFF,1129354733.88,458.022,183.495,20.637,H1,797.50116,0.156
M4ZTpskerX,1127478520.811,121.324,80.667,8.644,H1,164.048996,0.031
IKpJOhxfzl,1132687813.511,2959.899,170.654,396.441,H1,5904.574219,2.5
GMRBk5uNIK,1127359606.137,98.79,43.551,9.827,H1,133.579987,0.188
RdUZvWZXNj,1127812781.962,1247.237,121.663,155.354,L1,2430.473389,1
ziv5FRR06e,1134315723.62,3235.242,324.754,210.216,H1,6455.260742,2.5
kscml4DwbZ,1136036180.594,2391.407,48.8,10.418,H1,4760.158203,2
Ch9Ke8T0pc,1131724467.984,61.445,59.708,13.668,H1,38.22551,0.875
eyL4plIfoX,1129125468.21,809.473,225.349,177.856,H1,1554.946655,1
YEYMS5aMGE,1137220356.482,1290.723,1527.022,12.725,L1,1565.966187,0.086
6VIZedttB7,1130178656.828,1088.108,59.708,12.81,H1,2091.552002,0.883
YcGHy1vOMW,1128472481.531,1398.354,33.399,13.274,H1,2732.707764,1.125
ptogSegmJl,1134290342.588,537.211,89.676,35.981,H1,1038.520874,0.625
8cFhUgKMeC,1128432631.254,158.524,134.965,8.261,L1,69.029388,0.031
QYYaGcJFBN,1127185592.374,892.702,183.495,69.721,H1,1721.404175,0.5
lwW57382yV,1135542238.75,3979.047,13.9,10.613,L1,7942.870605,2.5
4Amjw3ygPq,1132661767.675,443.347,137.711,34.999,H1,818.37384,0.75
vjSJAeySbr,1137123949.125,2933.456,26.439,14.854,H1,5820.144531,2.938
mTMgAnw7qx,1126403127.218,823.109,512.608,19.268,H1,1527.675171,0.094
TbHPjqgaIB,1135893520.125,2959.164,10.179,31.879,L1,5906.043457,2.258
fN1THLiThg,1131314056.375,623.851,32.862,16.176,H1,1232.478516,4.5
v5ZB5ZkZ9m,1130501500.185,294.661,170.654,17.606,L1,521.001648,0.188
BeqfWudY9v,1137239510.403,824.968,402.439,56.073,H1,1594.804199,0.344
dmvQ9nF3d1,1130740192.672,3042.708,59.708,14.292,H1,6000.752441,1.037
K28hoHaYM8,1136994328.125,3464.991,25.944,19.272,H1,6893.661621,5.25
UhzmCbWcQW,1133297116.313,3293.163,31.263,12.602,H1,6574.938477,1.541
IXSux0bkss,1136001871.633,3129.444,16.125,8.527,H1,6240.021973,1
BkacL0gdSX,1126882307.836,1004.893,225.349,20.545,H1,1931.18689,2.266
bv6csk8CgP,1135888838.539,2411.479,13.013,12.983,L1,4810.672363,1.75
ipMYFx65dw,1128421573.738,190.082,134.965,9.682,L1,246.859238,0.172
R9jQs5aDFU,1129311485.137,1367.522,43.551,100.334,H1,2671.043701,2.125
qF3GfFTdHI,1136459129.912,1849.765,89.676,17.972,H1,3684.306396,4.25
TOhMRMWFwv,1134211596.613,443.347,211.477,14.672,L1,818.37384,0.094
yq487LhF4Q,1127452598.666,102.44,80.667,9.567,H1,126.280907,0.039
rNlxx5a17V,1129361609.938,2025.94,1830.121,8.207,L1,3551.797119,0.902
CqVgNMwfGL,1131653629.516,2204.753,59.708,13.344,H1,4341.185547,0.75
T0qh2aDHvY,1135944520.132,376.485,170.654,8.986,L1,622.957153,0.121
R83apoKwxH,1129802343.243,1588.568,2025.31,8.472,H1,3031.553955,0.027
vSXeER5aBL,1130263838.625,1235.909,10.93,7.656,L1,2451.333008,2.055
TGcRRke01I,1134252879.813,3355.129,11.52,14.119,L1,6702.257324,4.5
2OovfTLubE,1133092945.132,1038.496,137.711,14.454,H1,2021.859253,0.188
D97xUfVCDI,1127315913.249,548.235,149.414,12.085,H1,1007.927063,0.219
VYkf22kTsp,1132636457.611,3363.259,1585.881,9.464,L1,6711.071289,1.171
3WLFkkrJKa,1132678307.571,355.104,211.477,28.121,H1,665.719116,0.375
Eu0btKNe6C,1130841632.375,919.129,18.651,7.65,L1,1805.404419,1.5
sl7xIlYljs,1134909845.768,2373.035,90.541,81.963,H1,4736.15625,4.715
ei0PSUblGy,1129751277.202,2502.848,2025.31,8.271,H1,1113.756714,0.012
P3sYKbJT0W,1136392901.125,2621.773,10.362,28.315,L1,5228.321289,4
5cYrwn739D,1136984623.719,1917.669,16.522,13.927,H1,3816.472656,3.375
vb28NUPMU1,1130507910.232,134.175,89.676,16.614,H1,213.217422,0.375
lTOLnxuDgm,1128421907.574,206.665,134.965,7.655,L1,178.921906,0.039
ek85ZkOcNs,1127693939.523,1972.764,46.733,719.046,L1,3881.52832,5
z9wjq5a0ht,1136037492.125,1848.438,25.458,15.905,H1,3686.96167,3.5
sBb26tvsDa,1127538413.781,364.822,51.973,136.101,H1,665.643311,8.875
pv3qCTNBJ0,1129801738.386,1838.466,2025.31,34.984,H1,3612.932861,0.594
soVkV4VyJV,1134007142.111,118.468,89.676,9.572,H1,152.272324,0.063
YEtL3OdA87,1128324573.799,1748.486,417.4,1165.438,H1,3432.9729,5.984
YiLif0JFlp,1132162356.461,2630.882,13.013,15.467,L1,5249.479004,4
oAwYKrst83,1134273640.552,1031.46,402.439,14.208,H1,1958.004639,0.047
hO6PETloQ2,1134132582.505,184.068,111.128,33.552,H1,354.896637,1.438
386NNKop7Y,1135764870.891,2344.858,13.768,12.237,H1,4674.492188,2.25
WricAyFHcp,1127789403.896,542.099,121.663,79.125,L1,1020.198975,0.75
ECAfwUFUcG,1133687601.188,2049.148,45.321,20.887,H1,4062.394043,2.125
Tm3nQyG8PP,1129364638.517,1728.154,1653.742,7.595,L1,2842.921143,0.589
j1B2nboVLR,1130524584.345,178.369,137.711,13.625,H1,226.723389,0.094
B9yaWtXMMg,1129081452.212,1228.915,225.349,1472.316,H1,2393.82959,6.469
B9q7Z4GAC6,1131328313.115,665.719,211.477,62.24,H1,1286.948853,0.75
8RULtGSjVL,1134802185.453,3112.607,10.501,8.622,L1,6210.187988,1.555
AiwlmqloLa,1129299112.337,247.28,225.349,10.726,H1,430.560944,0.063
GyYhs6cMiF,1129701665.816,83.413,52.074,10.781,H1,102.826599,0.375
ugTHp8e9Gl,1127494328.506,974.266,1151.55,10.678,H1,1023.409302,1.465
2ZPdKOfx7o,1133296798.586,3941.638,13.013,13.572,L1,7868.052246,2.586
UBYf2Phn5h,1131404579.578,2664.282,59.708,13.552,H1,5243.900391,0.75
V1MKKuGYyc,1129373912.641,62.156,60.799,12.383,H1,27.78573,0.469
iGbvNoJt1i,1135695306.234,12.047,10.501,10.111,L1,11.80815,2
DaU5LQcHtr,1135555291.75,2340.518,13.64,8.027,L1,4662.904785,2.549
SUh37sVxTF,1136295082.375,3979.958,11.127,8.65,L1,7941.049805,1.5
5uen6yDWiF,1128339932.985,154.501,149.414,11.343,H1,190.45929,0.125
hg6FJJolJQ,1133469705.938,63.657,65.531,7.879,L1,6.99351,0.5
PRRBE8LTfQ,1135376984.875,2673.99,26.69,12.247,H1,5312.079102,2.75
ISvkSKl0ZQ,1131723653.457,447.33,262.065,16.681,H1,810.409058,0.156
ujXeUd7g6d,1127751791.452,1972.764,149.414,135.515,H1,3881.52832,1.25
UTtBBT9LeT,1134195854.832,1436.185,413.697,7.511,L1,2083.643311,0.18
xwz8iKwF2M,1133452957.288,537.211,170.654,127.23,H1,1038.520874,1.25
GpTyjyJCtB,1128129938.403,990.461,183.495,53.491,H1,1916.922485,0.5
9yqApFRUS1,1130511897.271,3005.522,137.711,166.95,L1,5982.073242,1.75
CpVSGl9xtM,1135540285.992,3459.717,16.125,34.341,L1,6904.210449,3.6
X226FpjFrR,1129801755.628,1809.965,2025.31,23.985,H1,3555.930908,0.563
WGHushmQfW,1134169711.299,943.741,1442.805,7.669,L1,1304.020996,0.15
6kzqFurkzS,1126768492.299,1891.203,225.349,726.657,H1,3718.40625,7.664
Ne1xtM5edh,1129637015.984,1402.003,60.799,13.453,H1,2725.408691,0.75
brYQWczjs3,1135626724.375,3978.313,10.179,30.358,L1,7944.340332,5.053
68bir8ukWc,1130188101.422,2782.829,59.708,14.332,H1,5480.994141,1
Psv8QkRKnb,1133675888.375,3808.404,33.807,25.893,H1,7605.130371,3.75
d2VPDR1vQc,1133245562.875,2958.093,25.458,437.759,H1,5908.186035,9.75
l4184rLmuU,1134163730.938,564.756,29.636,7.946,H1,1095.40918,1.125
Kjl5qZbaka,1132747631.663,357.765,170.654,52.018,H1,660.397888,0.563
heYVLllrI5,1133690485.938,42.891,31.825,11.437,H1,44.232101,1.25
H0TN6r6Ayr,1127315970.568,300.035,80.667,10.607,H1,536.069153,0.125
TafIWdJn83,1129802237.53,1576.838,2025.31,9.863,H1,3055.01416,0.025
U7w61Pnexj,1127522136.386,1521.968,225.349,1006.535,H1,2979.936523,5.094
RQyU8wzWtD,1131336879.858,310.084,262.065,10.88,H1,490.155029,0.055
BSn88Wfpl3,1132483595.427,196.529,111.128,13.06,H1,329.973114,0.234
tU7AqwbixE,1130054670.517,820.16,137.711,86.314,H1,1604.419434,1.125
Ty3rTfV1Gr,1128432654.887,441.561,134.965,9.213,L1,635.103027,0.203
uyP3sTlb5y,1132261503.875,3902.775,21.884,490.491,L1,7797.550293,2
YgSqU9pG7G,1134643637.313,2388.814,11.52,47.33,L1,4765.34375,8.779
ER9oia9YlN,1134482330.625,21.026,18.651,8.521,H1,13.08046,1
kVRj71nyVQ,1134635191.398,3795.489,16.125,25.672,L1,7575.754395,3
0QuvMjLxQw,1128238559.998,1838.466,512.608,276.587,L1,3612.932861,1.625
KoNq45tzNK,1127050129.217,98.79,80.667,12.748,H1,133.579987,0.625
8YUkobQyMx,1133420071.875,3940.904,10.179,9.986,L1,7869.521973,2.08
PNqGEPivw5,1127548273.534,189.742,149.414,10.356,H1,233.902252,0.035
2NDk0oW8I8,1136604051.734,10.373,10.501,9.507,L1,8.45979,1.5
HgMgIlc1Cj,1130820072.118,3404.239,262.065,2361.007,H1,6796.192383,5.688
RBwV5CbLAO,1128421217.504,1212.732,52.074,36.294,H1,2361.463379,1.125
pNwZ2NQU51,1137223671.068,1572.99,1527.022,12.199,L1,1121.788086,0.074
ywcbwfaLvq,1136210439.375,3760.561,10.548,10.125,L1,7502.884277,2.25
lGiHw7nfaM,1134498986.625,31.19,32.246,9.97,H1,22.283991,1.375
weCL2OCSly,1132782155.534,3467.033,111.128,30.244,H1,6889.577637,0.75
CZzfGnFcAu,1128902890.636,182.983,149.414,16.501,H1,247.421844,0.125
LCLyqFkHA6,1133202561.431,1254.672,137.711,37.611,H1,2473.441406,0.688
SfSVzqy1WW,1136511670.898,3404.973,13.013,15.505,H1,6794.723145,2.014
sEr1yFqLyC,1132780903.51,365.148,262.065,14.3,H1,645.632141,0.047
7tb0b3QZuG,1134912312.625,3978.313,10.179,20.137,L1,7944.340332,3.359
KGkpJnqArn,1136037287.813,82.134,54.756,22.078,H1,142.332886,2.875
EfXVHAe487,1133677558.563,1103.137,20.028,8.531,H1,2168.782959,1.5
ztZCVQf1HD,1128421878.52,210.067,134.965,8.164,L1,172.116394,0.039
U9Z8yvuFAd,1132841041.313,2484.708,64.915,7.776,L1,4957.131348,1.5
DTZQdWviA2,1128540955.701,1212.732,80.667,15.804,H1,2361.463379,0.375
a7oexa7D8e,1136014901.656,51.821,12.055,16.573,H1,88.418259,3
JKNEsJrHnT,1129515099.33,1212.732,225.349,150.796,H1,2361.463379,1.438
P9vLg9Xikt,1131322853.369,458.77,262.065,15.108,H1,787.527283,0.125
38n0pEZhJW,1129218246.952,2011.657,183.495,7.603,L1,3803.743408,1.414
Pzp2JAT2F5,1132710894.94,370.211,170.654,12.398,H1,635.505798,0.094
aKfwFz2sfu,1132671212.447,668.38,262.065,50.113,L1,1281.627563,0.313
QlNhj3NMC6,1136397565.619,843.689,402.439,8.112,H1,1557.363403,0.013
OMV2YGXZF5,1129331606.452,1008.586,121.663,8.039,L1,1880.673096,3.043
NTkTc1PpIv,1133962444.731,279.581,111.128,77.995,L1,551.161865,1.125
8BuwrLd5cS,1131772406.761,3197.182,324.754,2371.679,H1,6379.140137,6.25
A0hz1Nv78m,1137008294.125,3081.595,11.127,30.443,L1,6155.189941,4.75
KZ9ymUPcMB,1130999065.726,2071.099,211.477,21.492,H1,4073.877441,0.156
DaScPzPpPj,1133057751.372,537.211,137.711,54.026,H1,1038.520874,0.5
Cr3BFskpBf,1130600378.91,85.626,47.124,16.242,H1,135.349625,0.75
EVEzbxm6Wc,1129968108.238,286.173,71.548,78.291,H1,543.374268,0.5
50JlChYbr2,1134917997.484,11.049,10.501,8.197,L1,6.87361,1.375
fc28djww0M,1136013220.673,680.826,211.477,12.927,H1,1256.735474,0.25
dbBvCKkceR,1133166352.176,250.227,211.477,12.055,H1,395.537262,0.094
0RfvOicQau,1134543072.28,3860.207,137.711,10.938,H1,7590.400879,0.047
8ztWB0Vdmn,1135874323.601,2204.753,211.477,20.848,H1,4341.185547,0.25
aP2Lby0ZCn,1130330488.875,3977.241,20.482,344.694,H1,7946.48291,7.984
ZRyDEKxFjM,1134929576.219,2780.109,43.854,40.023,H1,5541.351563,7.648
Ume5W87mmb,1132662364.101,1037.735,324.754,19.752,H1,1945.455933,0.168
ph5OImWBl5,1126886625.575,148.997,121.663,8.446,H1,201.46788,0.031
ei97lXDcr2,1133152064.825,843.689,170.654,11.57,H1,1557.363403,0.141
F1FB0PIxGF,1134299423.309,351.987,262.065,20.298,H1,671.954529,0.438
UGO8Pcie0d,1135615263.961,2441.006,13.013,38.816,L1,4869.726563,4
OQEol3p235,1127165128.58,308.166,190.779,19.377,L1,519.806091,0.125
pvdkbAPNwH,1130859836.301,365.148,211.477,20.515,H1,645.632141,0.25
uiEhx20Syd,1134282321.823,245.164,137.711,17.37,H1,405.663574,0.188
dwGqY2zOcX,1129801847.274,1972.764,2025.31,35.093,H1,3881.52832,0.281
83ZvQyMbBa,1131239106.367,2441.74,13.013,11.756,L1,4868.257324,2
yyqlSrYeKf,1130559199.813,3981.086,30.169,19.332,H1,7938.793457,3.469
UfAHqkc4LW,1135747491.554,2185.931,402.439,35.249,L1,4266.945801,0.271
wjMEjWsmSU,1136114388.648,3552.275,13.013,10.749,H1,7090.860352,3.81
c28jLOkuuF,1132780464.688,65.518,64.915,8.322,L1,5.45236,0.5
ndGJHYzIyT,1129802384.663,1838.466,2025.31,22.88,H1,3612.932861,0.467
ocAsVRb2Ag,1132254045.226,554.465,262.065,10.312,H1,1004.013428,0.039
VJkVXvcOt0,1126813938.905,1563.55,99.067,79.591,H1,3063.098877,0.875
8DjCes18TH,1134338615.551,2341.83,47.124,81.198,H1,4660.28125,2.75
cWwp3or37d,1136955057.594,2713.987,137.006,8.019,H1,5160.976074,1
SSm6eepJUs,1127426291.373,2129.73,1410.284,7.81,L1,3567.596436,0.435
KYquqoi7Er,1135705723.296,365.148,211.477,19.296,H1,645.632141,0.125
w6zH5XQ0MV,1132990014.24,2381.679,262.065,88.963,H1,4718.868164,0.859
SuuvOo3DFZ,1126556998.591,364.822,183.495,40.03,L1,665.643311,0.281
IlRsbV9pBA,1132701793.736,4300.361,1059.275,7.927,L1,7002.378418,0.287
Q0WZnJeqXJ,1132860220.919,131.491,111.128,9.724,L1,207.849594,0.078
jxsuuiAU2Q,1133674660.813,3331.487,64.915,8.412,L1,6537.388672,1.125
oTLZiA3fgk,1128755932.758,1118.983,33.779,13.698,H1,2173.965088,2.094
DujSPjs9wG,1127308535.319,662.101,212.58,10.945,H1,1260.201172,0.063
K8mp5B9YSv,1136393928.125,3201.368,10.362,32.85,L1,6390.451172,5
nosquJ2r9Q,1136036426.563,3130.568,26.633,17.267,H1,6237.773438,2.25
xzGK4bbpP7,1129760574.813,1891.203,33.663,28.471,L1,3718.40625,3.25
E7JXjEBeSy,1128502021.169,189.742,149.414,12.544,L1,233.902252,0.109
ugpuBm4uMP,1136732927.247,213.261,137.711,11.89,H1,296.509125,0.25
PfRoETJsKF,1134808520.828,2434.358,10.501,9.05,L1,4856.431641,2.25
PkrtnBFpLb,1126893054.813,1367.522,33.663,44.449,L1,2671.043701,4.703
S3netHw3FW,1136263158.188,3877.68,11.139,18.972,L1,7740.13623,3.5
5LFyHkXrIi,1131054414.858,3903.254,211.477,53.672,H1,7796.593262,1.75
FA4lU8sT18,1128421799.73,183.844,127.559,9.44,L1,241.700104,0.094
pAngnmvl0C,1127445827.495,1212.732,183.495,90.491,H1,2361.463379,1.375
GJ2awsiWE4,1127941586.516,91.545,60.799,12.662,H1,86.563591,0.688
AL9NuBW95N,1136560808.156,3977.241,30.504,3006.792,H1,7946.48291,6.609
QAZO0BAQcv,1131014946.497,3404.973,402.439,200.557,H1,6794.723145,4.5
tiwtlqNbIF,1130044801.986,237.781,72.366,11.278,H1,420.429321,0.125
2t3CDwuqop,1132679893.561,1266.862,262.065,16.43,H1,2449.060303,0.094
E4rkU2r0a1,1136398720.922,2884.815,19.599,14.41,H1,5759.844727,1.781
O4saCtdcLT,1130828363.797,1625,59.708,14.409,H1,3165.335693,0.875
bY7iwfekGh,1136167824.023,376.485,211.477,16.278,H1,622.957153,0.094
4X4vKuXQYj,1133682310.375,35.734,20.677,9.565,H1,35.146839,1.75
T3VCYznjGO,1132375516.517,2091.911,137.711,20.99,H1,4169.713867,2.5
mYW9QgitDa,1135837055.678,143.937,89.676,10.388,H1,182.957504,0.313
WF8r7E8dKQ,1128755821.484,62.156,60.799,12.435,H1,27.78573,0.563
BdLwKl24Zx,1129802345.765,1838.466,2025.31,28.24,H1,3612.932861,0.109
NG3IActHeq,1130489315.875,3977.241,18.113,930.503,L1,7946.48291,8.938
CYa94I0bSn,1129802253.401,1846.598,2025.31,15.1,H1,3596.669922,0.046
WY3iL3KZVQ,1127299847.811,148.798,80.667,8.39,H1,218.997116,0.188
WdSxLQ35yl,1128331868.572,444.386,80.667,12.308,H1,824.772766,0.094
5hPMws7Y9M,1128289728.642,670.232,225.349,32.127,H1,1243.93811,0.25
Wu9a8KQbdF,1132896886.907,245.164,262.065,12.338,H1,405.663574,0.25
fp8J8hRkZM,1134170189.438,3881.117,20.388,12.832,H1,7733.262695,1.85
pRenw04uaI,1130556361.991,3524.432,137.711,156.201,H1,7012.961426,1.063
LXP8A64Js3,1127679961.109,60.527,60.799,11.429,H1,24.528191,0.5
IdxnSMwadY,1130737122.296,370.211,211.477,10.653,H1,635.505798,0.063
2YbFcBp3L2,1131736557.781,64.27,66.058,7.897,L1,8.21927,1.25
p0sKt0aBMU,1131719248.125,2484.708,10.179,13.29,L1,4957.131348,1.75
Iaf5arZzIL,1128404103.285,166.702,120.558,8.311,L1,111.860588,0.063
llGecDA6GJ,1129968021.367,57.157,27.9,32.976,H1,85.342102,0.313
pbCGm91Jl1,1126726407.547,74.542,60.799,12.891,H1,70.486023,0.531
WYpOK1Dqnm,1137228011.787,1771.176,1527.022,7.733,L1,532.550598,0.059
k0p8VeCunE,1132765285.354,2649.011,111.128,266.271,H1,5269.05127,1.75
OhgusfN3bU,1135140842.055,3676.1,13.013,17.204,L1,7337.026367,2.662
hVPOwnfORk,1134480640.688,28.409,21.128,12.284,H1,27.84621,1.75
JfxIPNmm2W,1134523610.827,554.465,324.754,13.652,H1,1004.013428,0.125
wyferrQdEE,1128421686.816,469.659,134.965,8.71,L1,704.911682,0.125
2wFuIj9Lpi,1130181609.253,3986.364,111.128,82.175,L1,7928.237793,1
cN8C0RjEzz,1134602288.583,138.619,111.128,9.075,H1,193.59404,0.176
zWFRqqDxwv,1129359781.559,1823.073,654.748,9.63,L1,3426.576416,0.942
fYsBSWkRQP,1126922998.203,62.156,59.089,11.762,H1,27.78573,0.563
